create_sh_ver,step_count,binning_data,active_time,recommendation,modify_sh_ver,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
,8711,eb796d14-e84c-4434-813c-40d4c0a06544.binning_data.json,4589159,6000,,8,2020-03-20 05:00:12.859,com.sec.android.app.shealth,2020-03-20 05:00:12.859,,3.1111114,6505.4897,353.12,8703,8epEZdu3kR,com.sec.android.app.shealth,0,eb796d14-e84c-4434-813c-40d4c0a06544.achievement.json,eb796d14-e84c-4434-813c-40d4c0a06544,1584576000000,
,6754,d23e3454-f51f-4cac-bd82-968ea5965164.binning_data.json,3396068,6000,,143,2020-03-21 03:55:10.926,com.sec.android.app.shealth,2020-03-20 05:40:27.590,d23e3454-f51f-4cac-bd82-968ea5965164.source_info.json,1.5111006,5131.801,287.61,6611,VfS0qUERdZ,com.sec.android.app.shealth,0,d23e3454-f51f-4cac-bd82-968ea5965164.achievement.json,d23e3454-f51f-4cac-bd82-968ea5965164,1584662400000,
,4511,86c7fa31-4010-47b3-82d8-083a5ddaa939.binning_data.json,2323951,6000,,73,2020-03-21 03:56:08.831,com.sec.android.app.shealth,2020-03-20 08:56:33.673,,3.2222223,3389.481,188.55,4438,0SonMI46q4,com.sec.android.app.shealth,0,86c7fa31-4010-47b3-82d8-083a5ddaa939.achievement.json,86c7fa31-4010-47b3-82d8-083a5ddaa939,1584662400000,
,4581,dde47cff-11cd-4ba2-aabe-0518c933ee77.binning_data.json,2324635,6000,,96,2020-03-21 05:00:11.029,com.sec.android.app.shealth,2020-03-21 05:00:11.029,,4.8531923,3458.57,197.02998,4485,8epEZdu3kR,com.sec.android.app.shealth,0,dde47cff-11cd-4ba2-aabe-0518c933ee77.achievement.json,dde47cff-11cd-4ba2-aabe-0518c933ee77,1584662400000,
,1931,54ca0c85-045f-4069-a7a1-1debd4abd126.binning_data.json,927363,6000,,27,2020-03-22 03:35:12.021,com.sec.android.app.shealth,2020-03-21 06:15:36.487,54ca0c85-045f-4069-a7a1-1debd4abd126.source_info.json,1.5237385,1413.0599,84.96999,1904,VfS0qUERdZ,com.sec.android.app.shealth,0,54ca0c85-045f-4069-a7a1-1debd4abd126.achievement.json,54ca0c85-045f-4069-a7a1-1debd4abd126,1584748800000,
,1413,819630d9-6753-4813-abdf-0775942e79e4.binning_data.json,670618,6000,,8,2020-03-22 03:38:08.720,com.sec.android.app.shealth,2020-03-21 07:16:18.912,,4.583334,1018.64,61.17,1405,0SonMI46q4,com.sec.android.app.shealth,0,819630d9-6753-4813-abdf-0775942e79e4.achievement.json,819630d9-6753-4813-abdf-0775942e79e4,1584748800000,
,823,a75eb1ac-04d9-43eb-be24-d53f16c3b7f7.binning_data.json,414954,6000,,19,2020-03-22 05:00:07.323,com.sec.android.app.shealth,2020-03-22 05:00:07.323,,2.7993524,605.0,36.819996,804,8epEZdu3kR,com.sec.android.app.shealth,0,a75eb1ac-04d9-43eb-be24-d53f16c3b7f7.achievement.json,a75eb1ac-04d9-43eb-be24-d53f16c3b7f7,1584748800000,
,1926,81a3a7d9-543d-4308-9318-e799386b48c1.binning_data.json,930192,6000,,63,2020-03-23 03:34:53.102,com.sec.android.app.shealth,2020-03-22 06:48:59.316,81a3a7d9-543d-4308-9318-e799386b48c1.source_info.json,1.55256,1444.18,85.27,1863,VfS0qUERdZ,com.sec.android.app.shealth,0,81a3a7d9-543d-4308-9318-e799386b48c1.achievement.json,81a3a7d9-543d-4308-9318-e799386b48c1,1584835200000,
,1034,908e9874-37a9-4a1d-b0a4-95ed9bcfe86f.binning_data.json,520108,6000,,15,2020-03-23 06:15:36.270,com.sec.android.app.shealth,2020-03-22 06:55:26.326,,2.4722226,757.07,44.45,1019,0SonMI46q4,com.sec.android.app.shealth,0,908e9874-37a9-4a1d-b0a4-95ed9bcfe86f.achievement.json,908e9874-37a9-4a1d-b0a4-95ed9bcfe86f,1584835200000,
,1780,3793771e-c9ed-4449-b2c9-c02f1cb8a290.binning_data.json,859490,6000,,65,2020-03-23 05:52:59.641,com.sec.android.app.shealth,2020-03-23 05:52:59.641,,3.3055556,1343.59,80.56999,1715,8epEZdu3kR,com.sec.android.app.shealth,0,3793771e-c9ed-4449-b2c9-c02f1cb8a290.achievement.json,3793771e-c9ed-4449-b2c9-c02f1cb8a290,1584835200000,
,12815,c20ebba4-51b6-4f84-8f66-68e93336a016.binning_data.json,5756413,6000,,4989,2020-03-24 06:06:07.404,com.sec.android.app.shealth,2020-03-23 05:53:17.549,c20ebba4-51b6-4f84-8f66-68e93336a016.source_info.json,1.9315029,11118.53,771.02997,7826,VfS0qUERdZ,com.sec.android.app.shealth,0,c20ebba4-51b6-4f84-8f66-68e93336a016.achievement.json,c20ebba4-51b6-4f84-8f66-68e93336a016,1584921600000,
,10306,5ab647b8-0685-4f53-b199-5ec6cdbc5b73.binning_data.json,4426377,6000,,4819,2020-03-24 06:06:13.189,com.sec.android.app.shealth,2020-03-23 06:15:36.818,,5.694445,8802.126,639.69,5487,0SonMI46q4,com.sec.android.app.shealth,0,5ab647b8-0685-4f53-b199-5ec6cdbc5b73.achievement.json,5ab647b8-0685-4f53-b199-5ec6cdbc5b73,1584921600000,
,11437,5f9b3401-f5c6-4205-a86b-43f4c9836cea.binning_data.json,5110766,6000,,4915,2020-03-24 05:32:21.528,com.sec.android.app.shealth,2020-03-24 05:32:21.528,,4.0277777,10216.46,715.14,6522,8epEZdu3kR,com.sec.android.app.shealth,5230,5f9b3401-f5c6-4205-a86b-43f4c9836cea.achievement.json,5f9b3401-f5c6-4205-a86b-43f4c9836cea,1584921600000,
,5991,583ec61a-7978-493d-9d57-81a33ec35f3f.binning_data.json,3134960,6000,,40,2020-03-25 05:55:12.661,com.sec.android.app.shealth,2020-03-24 05:43:44.928,583ec61a-7978-493d-9d57-81a33ec35f3f.source_info.json,1.4161009,4439.42,246.44,5951,VfS0qUERdZ,com.sec.android.app.shealth,0,583ec61a-7978-493d-9d57-81a33ec35f3f.achievement.json,583ec61a-7978-493d-9d57-81a33ec35f3f,1585008000000,
,3887,d96a0762-3ee9-477b-b0a5-762679ca96d3.binning_data.json,2008532,6000,,19,2020-03-25 05:55:35.179,com.sec.android.app.shealth,2020-03-24 10:35:57.274,,4.4166665,2813.61,157.36,3868,0SonMI46q4,com.sec.android.app.shealth,0,d96a0762-3ee9-477b-b0a5-762679ca96d3.achievement.json,d96a0762-3ee9-477b-b0a5-762679ca96d3,1585008000000,
,4922,57f27456-456c-402a-8e4a-403410c54f17.binning_data.json,2589184,6000,,30,2020-03-25 05:00:10.785,com.sec.android.app.shealth,2020-03-25 05:00:10.785,,4.356687,3687.51,203.42,4892,8epEZdu3kR,com.sec.android.app.shealth,0,57f27456-456c-402a-8e4a-403410c54f17.achievement.json,57f27456-456c-402a-8e4a-403410c54f17,1585008000000,
,16104,f0a57ba8-d20b-4ae2-a1c7-24c2fef20099.binning_data.json,7510891,6000,,4766,2020-03-26 06:55:13.392,com.sec.android.app.shealth,2020-03-25 09:33:38.558,f0a57ba8-d20b-4ae2-a1c7-24c2fef20099.source_info.json,1.778883,13360.997,881.43,11338,VfS0qUERdZ,com.sec.android.app.shealth,0,f0a57ba8-d20b-4ae2-a1c7-24c2fef20099.achievement.json,f0a57ba8-d20b-4ae2-a1c7-24c2fef20099,1585094400000,
,12202,4a81b901-c2f3-437c-a4c1-ea3a2dd1b41e.binning_data.json,5419665,6000,,4597,2020-03-26 06:55:32.925,com.sec.android.app.shealth,2020-03-25 10:36:17.171,,3.0,9858.589,687.74,7605,0SonMI46q4,com.sec.android.app.shealth,0,4a81b901-c2f3-437c-a4c1-ea3a2dd1b41e.achievement.json,4a81b901-c2f3-437c-a4c1-ea3a2dd1b41e,1585094400000,
,14691,c9c243f1-044c-46bd-aed4-685f23a81975.binning_data.json,6843813,6000,,4630,2020-03-26 05:00:07.821,com.sec.android.app.shealth,2020-03-26 05:00:07.821,,3.08857,12527.64,827.83997,10061,8epEZdu3kR,com.sec.android.app.shealth,4986,c9c243f1-044c-46bd-aed4-685f23a81975.achievement.json,c9c243f1-044c-46bd-aed4-685f23a81975,1585094400000,
,5606,d266378e-a4bc-47f6-8f4a-cad1fa75adac.binning_data.json,2939587,6000,,43,2020-03-27 06:55:16.371,com.sec.android.app.shealth,2020-03-26 06:15:14.999,d266378e-a4bc-47f6-8f4a-cad1fa75adac.source_info.json,1.4123751,4151.8,231.64,5563,VfS0qUERdZ,com.sec.android.app.shealth,0,d266378e-a4bc-47f6-8f4a-cad1fa75adac.achievement.json,d266378e-a4bc-47f6-8f4a-cad1fa75adac,1585180800000,
,3905,581f8975-b657-4cea-8f0f-bfdca4bfcf19.binning_data.json,2039088,6000,,32,2020-03-27 06:56:03.231,com.sec.android.app.shealth,2020-03-26 06:55:33.030,,5.055555,2814.227,158.21,3873,0SonMI46q4,com.sec.android.app.shealth,0,581f8975-b657-4cea-8f0f-bfdca4bfcf19.achievement.json,581f8975-b657-4cea-8f0f-bfdca4bfcf19,1585180800000,
,4567,6e872bf7-23c7-4cba-93b0-a187f5640e41.binning_data.json,2417291,6000,,11,2020-03-27 05:27:47.410,com.sec.android.app.shealth,2020-03-27 05:27:47.410,,3.8611112,3401.1,187.37,4556,8epEZdu3kR,com.sec.android.app.shealth,0,6e872bf7-23c7-4cba-93b0-a187f5640e41.achievement.json,6e872bf7-23c7-4cba-93b0-a187f5640e41,1585180800000,
,13071,6d412006-dae0-40b5-93bb-0f0feffdf49d.binning_data.json,5742297,6000,,6072,2020-03-28 07:46:12.299,com.sec.android.app.shealth,2020-03-27 05:33:04.375,6d412006-dae0-40b5-93bb-0f0feffdf49d.source_info.json,1.9949925,11455.841,818.12,6999,VfS0qUERdZ,com.sec.android.app.shealth,0,6d412006-dae0-40b5-93bb-0f0feffdf49d.achievement.json,6d412006-dae0-40b5-93bb-0f0feffdf49d,1585267200000,
,11010,18b164f4-78d0-4484-9776-f7bba675001d.binning_data.json,4632135,6000,,6021,2020-03-28 07:46:55.559,com.sec.android.app.shealth,2020-03-27 06:56:03.489,,3.0,9238.693,682.741,4989,0SonMI46q4,com.sec.android.app.shealth,0,18b164f4-78d0-4484-9776-f7bba675001d.achievement.json,18b164f4-78d0-4484-9776-f7bba675001d,1585267200000,
,11649,882fec07-1df3-455c-81f2-2f3f21e21585.binning_data.json,5083316,6000,,5890,2020-03-28 05:12:18.354,com.sec.android.app.shealth,2020-03-28 05:12:18.354,,3.154333,10633.2,770.63,5759,8epEZdu3kR,com.sec.android.app.shealth,6679,882fec07-1df3-455c-81f2-2f3f21e21585.achievement.json,882fec07-1df3-455c-81f2-2f3f21e21585,1585267200000,
,1098,62d430c4-da9f-473c-b4da-4418502076b0.binning_data.json,533979,6000,,13,2020-03-29 02:35:13.257,com.sec.android.app.shealth,2020-03-28 07:46:07.248,62d430c4-da9f-473c-b4da-4418502076b0.source_info.json,1.4789895,789.75,46.33,1085,VfS0qUERdZ,com.sec.android.app.shealth,0,62d430c4-da9f-473c-b4da-4418502076b0.achievement.json,62d430c4-da9f-473c-b4da-4418502076b0,1585353600000,
,1045,4fc403e9-100f-432c-890c-3747ffa7cd2a.binning_data.json,511075,6000,,13,2020-03-29 02:41:33.355,com.sec.android.app.shealth,2020-03-28 07:46:54.943,,3.7222226,746.36,43.84,1032,0SonMI46q4,com.sec.android.app.shealth,0,4fc403e9-100f-432c-890c-3747ffa7cd2a.achievement.json,4fc403e9-100f-432c-890c-3747ffa7cd2a,1585353600000,
,197,fe50109a-49c3-4314-8680-f353f1f06f0d.binning_data.json,102179,6000,,0,2020-03-29 06:10:51.383,com.sec.android.app.shealth,2020-03-29 06:10:51.383,,2.2777777,148.09,8.09,197,8epEZdu3kR,com.sec.android.app.shealth,0,fe50109a-49c3-4314-8680-f353f1f06f0d.achievement.json,fe50109a-49c3-4314-8680-f353f1f06f0d,1585353600000,
,1224,3e09b537-fb2f-4aec-8733-83e58fdd7c3a.binning_data.json,647242,6000,,7,2020-03-30 07:15:11.312,com.sec.android.app.shealth,2020-03-29 07:06:26.405,3e09b537-fb2f-4aec-8733-83e58fdd7c3a.source_info.json,1.3485836,872.86096,51.39,1217,VfS0qUERdZ,com.sec.android.app.shealth,0,3e09b537-fb2f-4aec-8733-83e58fdd7c3a.achievement.json,3e09b537-fb2f-4aec-8733-83e58fdd7c3a,1585440000000,
,813,a9908364-af1b-43ad-9226-b75c4154be14.binning_data.json,420054,6000,,7,2020-03-30 07:16:09.034,com.sec.android.app.shealth,2020-03-29 16:55:27.846,,1.8611113,576.751,34.13,806,0SonMI46q4,com.sec.android.app.shealth,0,a9908364-af1b-43ad-9226-b75c4154be14.achievement.json,a9908364-af1b-43ad-9226-b75c4154be14,1585440000000,
,436,6fe554dd-1d3b-4392-8d0d-b9926bfc8f20.binning_data.json,240696,6000,,0,2020-03-30 05:00:20.056,com.sec.android.app.shealth,2020-03-30 05:00:20.056,,1.9129966,314.51996,18.259998,436,8epEZdu3kR,com.sec.android.app.shealth,0,6fe554dd-1d3b-4392-8d0d-b9926bfc8f20.achievement.json,6fe554dd-1d3b-4392-8d0d-b9926bfc8f20,1585440000000,
,14644,ce7a9dc8-e58b-41aa-9c0a-8a7e839aabd0.binning_data.json,6448119,6000,,6064,2020-03-31 04:15:39.808,com.sec.android.app.shealth,2020-03-30 07:15:08.311,ce7a9dc8-e58b-41aa-9c0a-8a7e839aabd0.source_info.json,1.9743122,12730.6,888.019,8580,VfS0qUERdZ,com.sec.android.app.shealth,0,ce7a9dc8-e58b-41aa-9c0a-8a7e839aabd0.achievement.json,ce7a9dc8-e58b-41aa-9c0a-8a7e839aabd0,1585526400000,
,11973,dda6147e-1966-4354-94b3-e0d37f61c2c3.binning_data.json,5030629,6000,,6005,2020-03-31 04:16:59.458,com.sec.android.app.shealth,2020-03-30 07:16:09.562,,4.7222223,9787.969,715.519,5968,0SonMI46q4,com.sec.android.app.shealth,0,dda6147e-1966-4354-94b3-e0d37f61c2c3.achievement.json,dda6147e-1966-4354-94b3-e0d37f61c2c3,1585526400000,
,13695,246eddeb-5bc5-4be3-b3b1-249050cd0ae5.binning_data.json,6056582,6000,,5985,2020-03-31 05:39:10.791,com.sec.android.app.shealth,2020-03-31 05:39:10.791,,3.5555556,12297.69,860.42,7710,8epEZdu3kR,com.sec.android.app.shealth,6934,246eddeb-5bc5-4be3-b3b1-249050cd0ae5.achievement.json,246eddeb-5bc5-4be3-b3b1-249050cd0ae5,1585526400000,
,9611,33a74913-594b-426d-8d27-7b9a3b8219d7.binning_data.json,5047426,6000,,60,2020-04-01 05:55:12.835,com.sec.android.app.shealth,2020-03-31 05:58:00.516,33a74913-594b-426d-8d27-7b9a3b8219d7.source_info.json,1.3773183,6951.913,386.94998,9551,VfS0qUERdZ,com.sec.android.app.shealth,0,33a74913-594b-426d-8d27-7b9a3b8219d7.achievement.json,33a74913-594b-426d-8d27-7b9a3b8219d7,1585612800000,
,7463,321adbf4-51ea-4fab-b43a-00eda557bc90.binning_data.json,3857430,6000,,43,2020-04-01 05:56:00.762,com.sec.android.app.shealth,2020-03-31 07:35:38.907,,2.3888886,5126.107,291.861,7420,0SonMI46q4,com.sec.android.app.shealth,0,321adbf4-51ea-4fab-b43a-00eda557bc90.achievement.json,321adbf4-51ea-4fab-b43a-00eda557bc90,1585612800000,
,7147,7c70d79b-9b14-4d83-91c3-9067df9795fc.binning_data.json,3771223,6000,,35,2020-04-01 05:29:53.879,com.sec.android.app.shealth,2020-04-01 05:29:53.879,,3.0555556,5321.78,291.41,7112,8epEZdu3kR,com.sec.android.app.shealth,0,7c70d79b-9b14-4d83-91c3-9067df9795fc.achievement.json,7c70d79b-9b14-4d83-91c3-9067df9795fc,1585612800000,
,16755,07168267-9665-4895-b1fc-a7b7d3a611c7.binning_data.json,7491307,6000,,6411,2020-04-02 05:15:17.925,com.sec.android.app.shealth,2020-04-01 05:55:02.560,07168267-9665-4895-b1fc-a7b7d3a611c7.source_info.json,1.8989561,14225.663,976.46,10344,VfS0qUERdZ,com.sec.android.app.shealth,0,07168267-9665-4895-b1fc-a7b7d3a611c7.achievement.json,07168267-9665-4895-b1fc-a7b7d3a611c7,1585699200000,
,13876,c96c7b59-ada9-4619-b1de-e06963308fd3.binning_data.json,5927913,6000,,6290,2020-04-02 05:30:50.455,com.sec.android.app.shealth,2020-04-01 05:56:00.122,,2.8888888,11129.059,798.131,7586,0SonMI46q4,com.sec.android.app.shealth,0,c96c7b59-ada9-4619-b1de-e06963308fd3.achievement.json,c96c7b59-ada9-4619-b1de-e06963308fd3,1585699200000,
,15201,5aaef256-2c59-4289-8526-11c023b40b0d.binning_data.json,6763746,6000,,6280,2020-04-02 05:14:31.860,com.sec.android.app.shealth,2020-04-02 05:14:31.860,,3.4365668,13474.91,926.95,8921,8epEZdu3kR,com.sec.android.app.shealth,7025,5aaef256-2c59-4289-8526-11c023b40b0d.achievement.json,5aaef256-2c59-4289-8526-11c023b40b0d,1585699200000,
,7896,d74991ef-6754-44b7-93df-c0007f4da7b9.binning_data.json,4148804,6000,,27,2020-04-03 06:11:05.670,com.sec.android.app.shealth,2020-04-02 05:15:15.883,d74991ef-6754-44b7-93df-c0007f4da7b9.source_info.json,1.3747351,5703.508,321.61,7869,VfS0qUERdZ,com.sec.android.app.shealth,0,d74991ef-6754-44b7-93df-c0007f4da7b9.achievement.json,d74991ef-6754-44b7-93df-c0007f4da7b9,1585785600000,
,5876,bfcf2245-1d7e-4a9d-bc82-463d96a91639.binning_data.json,3039420,6000,,15,2020-04-03 06:26:29.500,com.sec.android.app.shealth,2020-04-02 05:30:00.819,,2.8888888,4011.04,233.541,5861,0SonMI46q4,com.sec.android.app.shealth,0,bfcf2245-1d7e-4a9d-bc82-463d96a91639.achievement.json,bfcf2245-1d7e-4a9d-bc82-463d96a91639,1585785600000,
,6359,2dbf712e-bff8-4476-bb90-32d4329ee973.binning_data.json,3367308,6000,,16,2020-04-03 06:10:48.866,com.sec.android.app.shealth,2020-04-03 06:10:48.866,,6.9444447,4729.85,260.3,6343,8epEZdu3kR,com.sec.android.app.shealth,0,2dbf712e-bff8-4476-bb90-32d4329ee973.achievement.json,2dbf712e-bff8-4476-bb90-32d4329ee973,1585785600000,
,16949,20eaaac9-a9c6-44e9-a44d-fa24797bdef0.binning_data.json,7676372,6000,,6517,2020-04-07 08:32:15.555,com.sec.android.app.shealth,2020-04-03 06:10:53.053,20eaaac9-a9c6-44e9-a44d-fa24797bdef0.source_info.json,1.9007064,14590.53,995.58997,10432,VfS0qUERdZ,com.sec.android.app.shealth,0,20eaaac9-a9c6-44e9-a44d-fa24797bdef0.achievement.json,20eaaac9-a9c6-44e9-a44d-fa24797bdef0,1585872000000,
,16682,6ccc3765-2ca1-4910-89e9-c1f723d2404c.binning_data.json,7596348,6000,,6463,2020-04-08 05:00:07.823,com.sec.android.app.shealth,2020-04-03 06:25:47.323,,3.1916666,14669.84,999.32996,10219,8epEZdu3kR,com.sec.android.app.shealth,6890,6ccc3765-2ca1-4910-89e9-c1f723d2404c.achievement.json,6ccc3765-2ca1-4910-89e9-c1f723d2404c,1585872000000,
,7349,7c331dc3-d11a-4804-93d9-b03869f3231f.binning_data.json,2623774,6000,,6353,2020-04-04 07:03:55.108,com.sec.android.app.shealth,2020-04-03 06:26:29.372,,3.2222223,6661.922,557.07,996,0SonMI46q4,com.sec.android.app.shealth,0,7c331dc3-d11a-4804-93d9-b03869f3231f.achievement.json,7c331dc3-d11a-4804-93d9-b03869f3231f,1585872000000,
,1514,891bc554-35e0-4c6a-8c9b-84539ab11a18.binning_data.json,701365,6000,,128,2020-04-05 02:15:08.140,com.sec.android.app.shealth,2020-04-04 05:15:04.066,891bc554-35e0-4c6a-8c9b-84539ab11a18.source_info.json,1.6623288,1165.9,72.35,1386,VfS0qUERdZ,com.sec.android.app.shealth,0,891bc554-35e0-4c6a-8c9b-84539ab11a18.achievement.json,891bc554-35e0-4c6a-8c9b-84539ab11a18,1585958400000,
,781,a4b10d2e-7da6-490f-b4cc-820459a41178.binning_data.json,386239,6000,,33,2020-04-05 02:15:32.995,com.sec.android.app.shealth,2020-04-04 07:03:43.900,,6.194445,564.6,34.63,748,0SonMI46q4,com.sec.android.app.shealth,0,a4b10d2e-7da6-490f-b4cc-820459a41178.achievement.json,a4b10d2e-7da6-490f-b4cc-820459a41178,1585958400000,
,1251,35f38eb3-76ec-4dec-a45e-4b06d2bb8393.binning_data.json,583000,6000,,100,2020-04-05 05:05:58.211,com.sec.android.app.shealth,2020-04-05 05:05:58.211,,2.5833335,958.89996,58.85,1151,8epEZdu3kR,com.sec.android.app.shealth,0,35f38eb3-76ec-4dec-a45e-4b06d2bb8393.achievement.json,35f38eb3-76ec-4dec-a45e-4b06d2bb8393,1585958400000,
,13296,5efaedc0-f9c5-4746-b6c2-97b4d0ddc04d.binning_data.json,5281374,6000,,9237,2020-04-06 02:55:13.386,com.sec.android.app.shealth,2020-04-05 07:19:13.949,5efaedc0-f9c5-4746-b6c2-97b4d0ddc04d.source_info.json,2.3142462,12222.4,952.99,4059,VfS0qUERdZ,com.sec.android.app.shealth,0,5efaedc0-f9c5-4746-b6c2-97b4d0ddc04d.achievement.json,5efaedc0-f9c5-4746-b6c2-97b4d0ddc04d,1586044800000,
,10758,2fc8fd96-ef27-44cb-a8ea-0ed7e9ff207b.binning_data.json,3976917,6000,,9071,2020-04-06 03:11:00.253,com.sec.android.app.shealth,2020-04-05 07:22:50.152,,2.9444442,9590.998,788.84,1687,0SonMI46q4,com.sec.android.app.shealth,0,2fc8fd96-ef27-44cb-a8ea-0ed7e9ff207b.achievement.json,2fc8fd96-ef27-44cb-a8ea-0ed7e9ff207b,1586044800000,
,12252,ca59244e-502e-4b48-a23c-437e6bafae7a.binning_data.json,4901001,6000,,8983,2020-04-06 05:00:06.839,com.sec.android.app.shealth,2020-04-06 05:00:06.839,,3.3683333,12004.93,941.47,3269,8epEZdu3kR,com.sec.android.app.shealth,9787,ca59244e-502e-4b48-a23c-437e6bafae7a.achievement.json,ca59244e-502e-4b48-a23c-437e6bafae7a,1586044800000,
,7898,6455acdd-665e-4f64-800d-3c43b37d13a2.binning_data.json,4148752,6000,,62,2020-04-07 05:15:11.880,com.sec.android.app.shealth,2020-04-06 06:03:32.054,6455acdd-665e-4f64-800d-3c43b37d13a2.source_info.json,1.3830858,5738.081,320.22,7836,VfS0qUERdZ,com.sec.android.app.shealth,0,6455acdd-665e-4f64-800d-3c43b37d13a2.achievement.json,6455acdd-665e-4f64-800d-3c43b37d13a2,1586131200000,
,4866,eb1f7215-112e-4dc2-9e0a-9718cb506c50.binning_data.json,2519514,6000,,38,2020-04-07 05:24:19.122,com.sec.android.app.shealth,2020-04-06 06:15:33.721,,2.138889,3338.864,190.4,4828,0SonMI46q4,com.sec.android.app.shealth,0,eb1f7215-112e-4dc2-9e0a-9718cb506c50.achievement.json,eb1f7215-112e-4dc2-9e0a-9718cb506c50,1586131200000,
,18148,dad2d69d-7709-4ac4-8cc5-fab5fb1ab6db.binning_data.json,8422123,6000,,6410,2020-04-08 06:41:36.643,com.sec.android.app.shealth,2020-04-07 07:01:55.646,dad2d69d-7709-4ac4-8cc5-fab5fb1ab6db.source_info.json,1.8002349,15161.801,1034.16,11738,VfS0qUERdZ,com.sec.android.app.shealth,0,dad2d69d-7709-4ac4-8cc5-fab5fb1ab6db.achievement.json,dad2d69d-7709-4ac4-8cc5-fab5fb1ab6db,1586217600000,
,14806,d23d4687-dc58-4452-9501-68a5cf51247c.binning_data.json,6551035,6000,,6262,2020-04-08 06:41:57.853,com.sec.android.app.shealth,2020-04-07 08:33:24.766,,2.8611112,11649.698,831.539,8544,0SonMI46q4,com.sec.android.app.shealth,0,d23d4687-dc58-4452-9501-68a5cf51247c.achievement.json,d23d4687-dc58-4452-9501-68a5cf51247c,1586217600000,
,17005,733d214a-400d-476d-ba89-401307ad6836.binning_data.json,7888522,6000,,6322,2020-04-08 05:00:07.963,com.sec.android.app.shealth,2020-04-08 05:00:07.963,,3.9596279,14699.34,1004.3,10683,8epEZdu3kR,com.sec.android.app.shealth,7005,733d214a-400d-476d-ba89-401307ad6836.achievement.json,733d214a-400d-476d-ba89-401307ad6836,1586217600000,
,6456,6f83f396-33a5-493c-8d22-ec7ebb492381.binning_data.json,3415120,6000,,36,2020-04-08 05:00:08.925,com.sec.android.app.shealth,2020-04-08 05:00:08.925,,5.4166665,4806.83,265.22998,6420,8epEZdu3kR,com.sec.android.app.shealth,0,6f83f396-33a5-493c-8d22-ec7ebb492381.achievement.json,6f83f396-33a5-493c-8d22-ec7ebb492381,1586131200000,
,7286,b6cf422a-1dc6-4840-aa93-463b6346f52e.binning_data.json,3788671,6000,,60,2020-04-09 04:13:58.740,com.sec.android.app.shealth,2020-04-08 07:15:45.493,b6cf422a-1dc6-4840-aa93-463b6346f52e.source_info.json,1.3997039,5303.019,298.81,7226,VfS0qUERdZ,com.sec.android.app.shealth,0,b6cf422a-1dc6-4840-aa93-463b6346f52e.achievement.json,b6cf422a-1dc6-4840-aa93-463b6346f52e,1586304000000,
,5261,34b4c372-436f-466c-b7f6-1ce6c70e1f37.binning_data.json,2700316,6000,,41,2020-04-09 04:15:36.943,com.sec.android.app.shealth,2020-04-08 09:51:04.692,,5.25,3655.157,210.57,5220,0SonMI46q4,com.sec.android.app.shealth,0,34b4c372-436f-466c-b7f6-1ce6c70e1f37.achievement.json,34b4c372-436f-466c-b7f6-1ce6c70e1f37,1586304000000,
,5541,d09396b1-0159-4e1f-9f5e-bddd80aa6403.binning_data.json,2913241,6000,,23,2020-04-09 05:00:06.778,com.sec.android.app.shealth,2020-04-09 05:00:06.778,,2.6886342,4118.39,226.69,5518,8epEZdu3kR,com.sec.android.app.shealth,0,d09396b1-0159-4e1f-9f5e-bddd80aa6403.achievement.json,d09396b1-0159-4e1f-9f5e-bddd80aa6403,1586304000000,
,12238,2c621915-8bae-4669-950c-17a649a182b3.binning_data.json,5303240,6000,,6237,2020-04-10 04:55:09.164,com.sec.android.app.shealth,2020-04-09 06:38:51.236,2c621915-8bae-4669-950c-17a649a182b3.source_info.json,2.0676997,10965.508,797.93,6001,VfS0qUERdZ,com.sec.android.app.shealth,0,2c621915-8bae-4669-950c-17a649a182b3.achievement.json,2c621915-8bae-4669-950c-17a649a182b3,1586390400000,
,10594,c29a81d2-e97b-4a71-8893-3330edd8c90a.binning_data.json,4406125,6000,,6267,2020-04-10 04:59:15.247,com.sec.android.app.shealth,2020-04-09 07:15:12.172,,4.1944447,8971.929,680.919,4327,0SonMI46q4,com.sec.android.app.shealth,0,c29a81d2-e97b-4a71-8893-3330edd8c90a.achievement.json,c29a81d2-e97b-4a71-8893-3330edd8c90a,1586390400000,
,10958,7264f6ed-6d3d-4317-ab20-fe76b57734a3.binning_data.json,4703247,6000,,6150,2020-04-10 05:29:02.600,com.sec.android.app.shealth,2020-04-10 05:29:02.600,,3.1546667,10164.99,749.54,4808,8epEZdu3kR,com.sec.android.app.shealth,6789,7264f6ed-6d3d-4317-ab20-fe76b57734a3.achievement.json,7264f6ed-6d3d-4317-ab20-fe76b57734a3,1586390400000,
,2506,90737a09-7654-489a-9e7d-151278f82a4c.binning_data.json,1305223,6000,,44,2020-04-11 04:35:04.713,com.sec.android.app.shealth,2020-04-10 07:10:37.706,90737a09-7654-489a-9e7d-151278f82a4c.source_info.json,1.3956584,1821.646,107.020996,2462,VfS0qUERdZ,com.sec.android.app.shealth,0,90737a09-7654-489a-9e7d-151278f82a4c.achievement.json,90737a09-7654-489a-9e7d-151278f82a4c,1586476800000,
