"date","avg_stress","step_count","run_step_count","walk_step_count","recommendation","avg_heart_rate","calories_burned","step_count_reached"
2020-07-15,15.3333333333333,6311,100,6211,6000,65.2142857142857,1948.56893,TRUE
2020-07-16,16.6363636363636,10572,115,10457,6000,74.6363636363636,1935.93497,TRUE
2020-07-17,16.5,6681,6,6675,6000,63.8260869565217,1956.8876,TRUE
2020-07-18,12.6363636363636,9861,64,9797,6000,64.8333333333333,1811.36912,TRUE
2020-07-19,32.4117647058824,7988,39,7949,6000,63.5652173913044,2209.6111,TRUE
2020-07-21,21.5294117647059,7144,181,6963,6000,72.6666666666667,1887.92235,TRUE
2020-07-22,25.8461538461538,9467,44,9423,6000,78.3076923076923,1936.87672,TRUE
2020-07-23,27.3125,6109,30,6079,6000,69.4090909090909,1928.66214,TRUE
2020-07-24,49.25,4883,67,4816,6000,72.3333333333333,1917.66925,FALSE
2020-07-25,34.4615384615385,4748,20,4728,6000,75.5384615384615,2147.40507,FALSE
2020-07-29,16.8333333333333,5220,29,5191,6000,68.5333333333333,1870.21223,FALSE
2020-07-30,25.8,3641,25,3616,6000,71.6666666666667,1864.1208,FALSE
2020-07-31,22.8888888888889,6269,87,6182,6000,73.4347826086957,2123.1908,TRUE
2020-08-02,17.3076923076923,2276,42,2234,6000,65.2,2201.30464,FALSE
2020-08-03,28.0526315789474,6868,22,6846,6000,71.24,1850.49843,TRUE
2020-08-04,39,9787,53,9734,6000,67.1428571428571,1880.6452,TRUE
2020-08-07,14.1764705882353,9217,67,9150,6000,72.7826086956522,1906.96475,TRUE
2020-08-08,55.5714285714286,8380,89,8291,6000,65.9333333333333,1962.71383,TRUE
2020-08-11,40.3571428571429,8995,38,8957,6000,90.2857142857143,1880.68683,TRUE
2020-08-12,33.6363636363636,12869,165,12704,6000,82.8333333333333,1993.7664,TRUE
2020-08-13,27.6666666666667,7645,28,7617,6000,73.8571428571429,1884.23883,TRUE
2020-08-14,23.6666666666667,5777,58,5719,6000,78.0416666666667,2401.2268,FALSE
2020-08-15,39.6666666666667,12081,91,11990,6000,80,1791.3088,TRUE
2020-08-17,26.6842105263158,10257,4284,5973,6000,75.52,1906.48253,TRUE
2020-08-18,37.15,7255,58,7197,6000,73.3333333333333,1955.7673,TRUE
2020-08-20,35.7,7675,38,7637,6000,69.84,1833.94066,TRUE
2020-08-21,36.2,6732,46,6686,6000,67.65,1828.35902,TRUE
2020-08-22,34.6923076923077,5048,36,5012,6000,66.7222222222222,1892.8153,FALSE
2020-08-23,33.8421052631579,1747,9,1738,6000,68.8461538461538,1778.32958,FALSE
2020-08-24,35.75,4755,153,4602,6000,79.125,1958.51507,FALSE
